training_date,employee_id,training_category,training_hours,training_cost,completion_status
2023-01-31,EMP00318,Data Literacy,6.52,8873.79,Completed
2023-02-28,EMP00318,Leadership,22.92,34739.01,Completed
2023-05-31,EMP00318,Data Literacy,14.98,29174.22,Completed
2023-07-31,EMP00318,Data Literacy,17.0,36085.44,Dropped
2023-08-31,EMP00318,Leadership,2.8,2719.15,Dropped
2023-09-30,EMP00318,Data Literacy,15.96,21679.79,Completed
2024-02-29,EMP00318,Technical Skills,17.96,22309.24,Completed
2024-04-30,EMP00318,Leadership,22.47,29273.16,Completed
2024-08-31,EMP00318,Compliance,9.97,10654.3,Completed
2024-12-31,EMP00318,Technical Skills,13.05,10414.51,In Progress
2023-09-30,EMP00319,Technical Skills,10.51,15329.37,Completed
2023-12-31,EMP00319,Communication,5.79,4756.21,In Progress
2024-02-29,EMP00319,Communication,2.97,5991.69,Completed
2024-04-30,EMP00319,Leadership,20.04,19044.94,Completed
2024-05-31,EMP00319,Cybersecurity,14.63,32109.33,Completed
2024-08-31,EMP00319,Communication,18.9,30022.82,Completed
2024-10-31,EMP00319,Cybersecurity,15.07,15892.53,Completed
2022-07-31,EMP00320,Data Literacy,6.91,6688.81,In Progress
2022-10-31,EMP00320,Leadership,21.7,28335.47,In Progress
2023-06-30,EMP00320,Data Literacy,22.59,24584.9,Completed
2023-07-31,EMP00320,Communication,10.12,8152.68,Completed
2023-08-31,EMP00320,Cybersecurity,16.53,11377.44,In Progress
2023-09-30,EMP00320,Cybersecurity,22.92,47253.55,Dropped
2024-02-29,EMP00320,Data Literacy,2.33,2448.59,Completed
2024-06-30,EMP00320,Data Literacy,13.64,22582.17,Completed
2024-09-30,EMP00320,Data Literacy,21.94,18369.25,Dropped
2024-10-31,EMP00320,Cybersecurity,19.99,15016.6,Completed
2024-12-31,EMP00320,Cybersecurity,16.08,27648.31,Completed
2022-09-30,EMP00321,Communication,2.2,4803.2,Completed
2022-12-31,EMP00321,Technical Skills,15.19,19902.98,Completed
2023-04-30,EMP00321,Technical Skills,16.44,15853.27,Completed
2023-05-31,EMP00321,Compliance,15.99,33976.32,Completed
2023-08-31,EMP00321,Data Literacy,8.85,19397.8,Completed
2024-06-30,EMP00321,Compliance,19.67,26525.0,Completed
2024-09-30,EMP00321,Communication,4.84,4948.17,In Progress
2022-02-28,EMP00322,Communication,12.2,23716.02,Completed
2022-04-30,EMP00322,Compliance,2.22,4179.14,In Progress
2022-07-31,EMP00322,Data Literacy,19.5,41754.57,Completed
2022-08-31,EMP00322,Communication,9.02,17943.47,In Progress
2022-09-30,EMP00322,Data Literacy,11.9,25081.67,Completed
2022-10-31,EMP00322,Data Literacy,9.5,19566.57,Completed
2023-04-30,EMP00322,Communication,20.36,33153.58,Completed
2023-07-31,EMP00322,Data Literacy,17.61,12468.45,Completed
2023-09-30,EMP00322,Compliance,9.4,10650.6,In Progress
2023-10-31,EMP00322,Cybersecurity,23.06,15439.85,Completed
2024-06-30,EMP00322,Data Literacy,4.4,5545.28,Completed
2024-09-30,EMP00322,Leadership,5.42,8599.79,Completed
2022-02-28,EMP00323,Compliance,17.17,21555.57,Completed
2022-04-30,EMP00323,Technical Skills,13.04,20961.36,Completed
2022-05-31,EMP00323,Technical Skills,19.89,41250.67,Completed
2022-09-30,EMP00323,Leadership,11.83,12144.56,Completed
2023-02-28,EMP00323,Data Literacy,5.52,6293.72,In Progress
2023-03-31,EMP00323,Data Literacy,6.8,14433.36,Completed
2024-02-29,EMP00323,Leadership,13.73,27523.49,Completed
2024-04-30,EMP00323,Data Literacy,22.48,16646.19,Completed
2024-06-30,EMP00323,Data Literacy,22.58,33655.2,Dropped
2024-08-31,EMP00323,Leadership,3.1,2604.28,Completed
2024-12-31,EMP00323,Cybersecurity,21.81,35838.57,Completed
2022-05-31,EMP00324,Data Literacy,7.86,14742.57,Completed
2022-06-30,EMP00324,Leadership,4.06,2568.11,Completed
2022-07-31,EMP00324,Data Literacy,22.11,28713.55,Completed
2022-12-31,EMP00324,Cybersecurity,6.82,5799.1,Completed
2023-01-31,EMP00324,Data Literacy,23.37,18069.68,Completed
2023-04-30,EMP00324,Data Literacy,4.03,2791.13,Completed
2023-06-30,EMP00324,Compliance,20.96,30914.79,Completed
2023-08-31,EMP00324,Technical Skills,12.24,24384.06,Dropped
2023-09-30,EMP00324,Cybersecurity,13.84,29909.02,Completed
2023-10-31,EMP00324,Communication,13.58,17066.77,Completed
2024-04-30,EMP00324,Data Literacy,20.03,30204.97,Completed
2024-07-31,EMP00324,Technical Skills,21.18,19122.69,Completed
2024-08-31,EMP00324,Leadership,23.47,41668.13,In Progress
2024-10-31,EMP00324,Cybersecurity,7.43,8006.34,Completed
2024-11-30,EMP00324,Data Literacy,8.66,6880.22,In Progress
2024-12-31,EMP00324,Compliance,20.0,15578.19,Completed
2022-03-31,EMP00325,Communication,8.0,16512.5,Completed
2022-07-31,EMP00325,Communication,8.39,12188.41,In Progress
2022-09-30,EMP00325,Compliance,18.02,16011.64,Completed
2022-11-30,EMP00325,Data Literacy,4.43,7942.4,In Progress
2023-01-31,EMP00325,Data Literacy,23.36,28449.52,In Progress
2023-02-28,EMP00325,Data Literacy,22.45,43008.3,Completed
2023-04-30,EMP00325,Cybersecurity,23.76,32892.64,Completed
2023-10-31,EMP00325,Communication,7.04,8960.24,Completed
2024-09-30,EMP00325,Compliance,22.35,36665.52,Completed
2024-11-30,EMP00325,Compliance,15.61,30633.51,In Progress
2024-10-31,EMP00326,Communication,8.94,14780.74,Completed
2024-12-31,EMP00326,Cybersecurity,11.13,14694.77,Completed
2022-03-31,EMP00327,Data Literacy,17.7,30363.15,Completed
2022-06-30,EMP00327,Compliance,9.34,8627.17,Completed
2022-07-31,EMP00327,Compliance,19.51,12148.36,Completed
2022-09-30,EMP00327,Technical Skills,23.55,32021.55,Completed
2022-04-30,EMP00328,Cybersecurity,19.43,12997.15,Completed
2022-06-30,EMP00328,Leadership,15.93,22185.57,Completed
2022-08-31,EMP00328,Communication,7.69,11725.72,Completed
2022-09-30,EMP00328,Compliance,17.75,12403.56,Completed
2022-10-31,EMP00328,Data Literacy,23.98,41719.22,In Progress
2022-11-30,EMP00328,Communication,16.99,36636.14,In Progress
2022-12-31,EMP00328,Technical Skills,20.84,42528.1,Completed
2023-03-31,EMP00328,Leadership,17.22,33687.97,Completed
2023-12-31,EMP00328,Cybersecurity,4.96,10768.49,Completed
2024-08-31,EMP00328,Compliance,5.0,7171.55,Completed
2023-08-31,EMP00329,Compliance,10.09,20920.52,Completed
2023-12-31,EMP00329,Data Literacy,23.3,20616.06,Completed
2022-01-31,EMP00330,Leadership,2.19,4006.66,Completed
2022-06-30,EMP00330,Communication,20.64,35631.14,Completed
2022-09-30,EMP00330,Technical Skills,10.57,20983.05,Completed
2022-10-31,EMP00330,Technical Skills,4.13,8112.95,Completed
2022-11-30,EMP00330,Technical Skills,8.08,11105.79,Completed
2022-12-31,EMP00330,Leadership,23.64,37740.74,In Progress
2023-03-31,EMP00330,Compliance,19.45,14556.89,Completed
2023-05-31,EMP00330,Data Literacy,6.99,6646.34,In Progress
2024-02-29,EMP00330,Data Literacy,5.88,4856.86,Completed
2024-04-30,EMP00330,Communication,4.6,5350.45,Completed
2024-08-31,EMP00330,Technical Skills,21.04,33498.58,Completed
2024-10-31,EMP00330,Technical Skills,2.21,4140.85,In Progress
2024-11-30,EMP00330,Cybersecurity,12.77,20073.48,Completed
2024-12-31,EMP00330,Technical Skills,4.41,3094.95,Completed
2022-01-31,EMP00331,Compliance,20.5,14160.01,Completed
2022-02-28,EMP00331,Technical Skills,10.01,15105.47,In Progress
2022-05-31,EMP00331,Data Literacy,21.51,24026.95,Completed
2022-06-30,EMP00331,Leadership,21.74,43243.85,Completed
2022-08-31,EMP00331,Technical Skills,3.68,4372.34,Completed
2022-09-30,EMP00331,Compliance,17.12,17116.42,Completed
2022-11-30,EMP00331,Compliance,19.12,30843.55,Completed
2023-01-31,EMP00331,Technical Skills,5.33,5919.7,Completed
2023-02-28,EMP00331,Communication,18.69,13101.78,Completed
2023-06-30,EMP00331,Communication,17.05,17105.9,Completed
2023-07-31,EMP00331,Cybersecurity,15.37,28233.09,Completed
2022-01-31,EMP00332,Technical Skills,4.3,8324.82,Completed
2022-02-28,EMP00332,Data Literacy,12.02,23365.39,Completed
2022-03-31,EMP00332,Communication,9.17,17340.84,Completed
2022-05-31,EMP00332,Compliance,2.82,5226.22,In Progress
2022-08-31,EMP00332,Technical Skills,22.58,48802.14,Completed
2022-11-30,EMP00332,Communication,15.23,19098.33,Completed
2022-12-31,EMP00332,Technical Skills,6.62,5342.04,Completed
2023-02-28,EMP00332,Technical Skills,19.0,11780.03,Completed
2023-04-30,EMP00332,Leadership,12.89,25835.54,Completed
2024-02-29,EMP00332,Compliance,13.85,18806.69,Completed
2024-05-31,EMP00332,Data Literacy,10.58,11297.39,Completed
2024-06-30,EMP00332,Leadership,15.78,28759.68,In Progress
2024-10-31,EMP00332,Leadership,20.44,23342.0,In Progress
2024-11-30,EMP00332,Data Literacy,4.76,9133.92,Completed
2022-08-31,EMP00333,Leadership,21.49,22367.04,Completed
2022-12-31,EMP00333,Leadership,12.37,13862.47,In Progress
2023-02-28,EMP00333,Cybersecurity,4.62,9679.4,Completed
2023-03-31,EMP00333,Communication,5.95,4016.33,Completed
2023-05-31,EMP00333,Cybersecurity,15.45,18114.07,Completed
2023-06-30,EMP00333,Leadership,6.36,10064.49,Completed
2023-09-30,EMP00333,Data Literacy,20.83,20299.37,Completed
2023-12-31,EMP00333,Communication,23.54,45234.08,Completed
2024-02-29,EMP00333,Technical Skills,17.99,20860.17,Dropped
2024-07-31,EMP00333,Technical Skills,12.45,14702.57,Completed
2024-08-31,EMP00333,Cybersecurity,7.6,6027.6,Completed
2024-10-31,EMP00333,Leadership,18.45,22574.77,Completed
2024-11-30,EMP00333,Data Literacy,7.6,5342.15,Completed
2024-12-31,EMP00333,Communication,9.32,17267.09,Completed
2022-01-31,EMP00334,Cybersecurity,20.47,35594.77,Dropped
2022-07-31,EMP00334,Leadership,21.24,30510.21,Completed
2023-01-31,EMP00334,Compliance,11.72,17836.96,Completed
2023-02-28,EMP00334,Communication,4.36,4948.48,Completed
2023-07-31,EMP00334,Leadership,19.73,22802.29,Completed
2023-09-30,EMP00334,Cybersecurity,5.57,8306.56,In Progress
2023-10-31,EMP00334,Leadership,6.18,11175.07,Completed
2024-02-29,EMP00334,Data Literacy,23.31,42219.37,In Progress
2024-03-31,EMP00334,Compliance,17.74,31349.94,In Progress
2024-04-30,EMP00334,Cybersecurity,20.84,24983.5,Completed
2024-05-31,EMP00334,Compliance,17.29,21854.92,Completed
2024-06-30,EMP00334,Leadership,13.87,19175.39,Completed
2024-07-31,EMP00334,Cybersecurity,23.56,41637.0,In Progress
2024-09-30,EMP00334,Communication,16.2,29629.95,Completed
2023-03-31,EMP00335,Data Literacy,2.28,4081.73,Completed
2023-04-30,EMP00335,Leadership,14.0,20096.36,Completed
2023-06-30,EMP00335,Data Literacy,8.27,15666.41,Completed
2023-09-30,EMP00335,Technical Skills,9.19,13850.97,Completed
2023-10-31,EMP00335,Compliance,2.57,3038.27,In Progress
2024-01-31,EMP00335,Data Literacy,5.56,8931.66,Completed
2024-02-29,EMP00335,Data Literacy,13.8,15422.17,Completed
2024-10-31,EMP00335,Communication,11.46,7076.36,Completed
2024-12-31,EMP00335,Leadership,18.1,24992.09,Completed
2022-04-30,EMP00336,Communication,11.53,7475.58,Completed
2022-05-31,EMP00336,Communication,5.51,5534.24,In Progress
2022-06-30,EMP00336,Communication,14.46,20442.24,Completed
2022-11-30,EMP00336,Technical Skills,14.97,9614.05,Completed
2023-05-31,EMP00336,Data Literacy,3.39,6138.67,Completed
2023-07-31,EMP00336,Communication,22.67,33014.4,Completed
2023-10-31,EMP00336,Communication,14.85,20496.4,Completed
2023-11-30,EMP00336,Cybersecurity,23.08,16961.32,Completed
2023-12-31,EMP00336,Cybersecurity,22.81,13933.06,Completed
2024-01-31,EMP00336,Leadership,8.67,16764.32,Completed
2024-04-30,EMP00336,Data Literacy,15.54,12824.55,Completed
2024-06-30,EMP00336,Cybersecurity,10.25,9753.24,Completed
2024-07-31,EMP00336,Communication,11.59,13287.57,Completed
2024-11-30,EMP00336,Leadership,12.83,10585.37,Completed
2024-12-31,EMP00336,Communication,20.62,13440.29,Completed
2023-06-30,EMP00337,Technical Skills,14.46,30926.66,Completed
2023-07-31,EMP00337,Compliance,11.75,13417.42,Completed
2023-08-31,EMP00337,Data Literacy,14.24,16183.15,Completed
2023-09-30,EMP00337,Leadership,13.44,14481.39,Completed
2023-11-30,EMP00337,Data Literacy,8.71,7160.78,Completed
2024-01-31,EMP00337,Leadership,9.54,10023.23,Completed
2024-07-31,EMP00337,Technical Skills,4.72,3923.25,Completed
2024-08-31,EMP00337,Cybersecurity,19.92,34056.79,Completed
2024-09-30,EMP00337,Communication,20.63,16162.0,Completed
2024-11-30,EMP00337,Technical Skills,7.33,9005.47,Completed
2022-03-31,EMP00338,Cybersecurity,13.77,21539.19,Completed
2022-05-31,EMP00338,Communication,18.99,30781.24,Completed
2022-06-30,EMP00338,Technical Skills,6.82,8310.73,Completed
2022-08-31,EMP00338,Data Literacy,15.08,25402.45,Completed
2022-11-30,EMP00338,Leadership,3.66,7546.41,Completed
2023-01-31,EMP00338,Communication,4.15,7908.91,Completed
2023-03-31,EMP00338,Leadership,17.24,31298.73,Completed
2023-05-31,EMP00338,Data Literacy,17.77,33396.5,Completed
2023-08-31,EMP00338,Compliance,14.88,22976.2,In Progress
2023-10-31,EMP00338,Leadership,21.95,42915.1,Dropped
2023-12-31,EMP00338,Communication,23.75,26294.61,Completed
2024-03-31,EMP00338,Compliance,9.12,6018.84,Completed
2024-04-30,EMP00338,Communication,16.98,31651.02,Completed
2024-06-30,EMP00338,Compliance,17.25,23143.79,In Progress
2024-12-31,EMP00338,Data Literacy,22.63,47318.73,Completed
2022-04-30,EMP00339,Technical Skills,14.83,27587.11,Completed
2022-06-30,EMP00339,Cybersecurity,23.32,21192.48,In Progress
2022-07-31,EMP00339,Leadership,5.89,11474.58,Completed
2022-08-31,EMP00339,Communication,13.98,12300.22,Completed
2022-09-30,EMP00339,Cybersecurity,8.23,17533.87,Completed
2022-10-31,EMP00339,Leadership,3.65,2552.83,In Progress
2023-04-30,EMP00339,Compliance,21.88,16296.21,Completed
2023-07-31,EMP00339,Leadership,23.0,33322.77,Dropped
2023-10-31,EMP00339,Leadership,22.41,45000.1,Completed
2024-03-31,EMP00339,Leadership,19.82,20186.76,Completed
2024-05-31,EMP00339,Data Literacy,6.35,7087.28,Completed
2024-06-30,EMP00339,Data Literacy,9.63,12956.19,Completed
2024-09-30,EMP00339,Cybersecurity,15.12,29319.91,Completed
2023-11-30,EMP00340,Leadership,13.12,24667.56,Completed
2024-04-30,EMP00340,Cybersecurity,17.28,11363.94,Completed
2024-09-30,EMP00340,Compliance,17.87,38258.23,Completed
2022-04-30,EMP00341,Technical Skills,14.79,22906.35,In Progress
2022-07-31,EMP00341,Technical Skills,13.61,29908.46,Completed
2022-11-30,EMP00341,Cybersecurity,8.15,13414.67,Completed
2023-02-28,EMP00341,Cybersecurity,18.71,24710.82,In Progress
2023-04-30,EMP00341,Leadership,9.24,18115.95,Completed
2023-06-30,EMP00341,Technical Skills,23.99,17103.18,Completed
2023-08-31,EMP00341,Leadership,10.52,21946.73,In Progress
2023-10-31,EMP00341,Cybersecurity,22.03,42881.61,Completed
2024-02-29,EMP00341,Cybersecurity,8.59,18852.84,Completed
2024-04-30,EMP00341,Communication,14.68,26950.03,Completed
2024-06-30,EMP00341,Compliance,19.86,17376.85,Completed
2024-10-31,EMP00341,Leadership,4.14,6219.38,Completed
2022-01-31,EMP00342,Cybersecurity,20.43,23154.32,Completed
2022-02-28,EMP00342,Communication,7.72,7741.95,Completed
2022-04-30,EMP00342,Data Literacy,13.72,17525.83,In Progress
2022-07-31,EMP00342,Cybersecurity,21.21,29485.07,Completed
2022-09-30,EMP00342,Cybersecurity,21.19,14005.34,Dropped
2022-10-31,EMP00342,Data Literacy,18.59,36378.79,Completed
2022-12-31,EMP00342,Data Literacy,23.0,46224.72,Completed
2023-01-31,EMP00342,Leadership,7.48,12273.57,In Progress
2023-11-30,EMP00342,Cybersecurity,13.59,23368.09,Completed
2023-12-31,EMP00342,Communication,4.81,3362.41,In Progress
2024-01-31,EMP00342,Cybersecurity,21.49,14842.95,In Progress
2024-02-29,EMP00342,Cybersecurity,23.36,24775.65,Completed
2024-03-31,EMP00342,Technical Skills,21.66,34519.61,Completed
2024-06-30,EMP00342,Technical Skills,6.53,9134.43,Completed
2024-10-31,EMP00342,Cybersecurity,19.57,24470.9,Completed
2022-01-31,EMP00343,Technical Skills,15.55,29758.1,Completed
2022-04-30,EMP00343,Data Literacy,20.9,35094.73,Completed
2022-09-30,EMP00343,Data Literacy,8.19,15782.49,Completed
2023-04-30,EMP00343,Technical Skills,5.65,9802.98,Completed
2023-05-31,EMP00343,Compliance,20.88,14225.85,Completed
2023-09-30,EMP00343,Data Literacy,21.14,27677.81,In Progress
2023-10-31,EMP00343,Communication,7.38,4659.79,Completed
2024-01-31,EMP00343,Technical Skills,5.59,7994.88,Completed
2024-07-31,EMP00343,Leadership,10.22,20805.36,Completed
2024-08-31,EMP00343,Cybersecurity,15.9,33421.85,Completed
2024-09-30,EMP00343,Data Literacy,3.44,7065.5,Completed
2024-11-30,EMP00343,Data Literacy,17.36,23122.66,Dropped
2023-01-31,EMP00344,Compliance,23.51,35886.66,Completed
2023-05-31,EMP00344,Leadership,4.87,4916.46,Completed
2023-06-30,EMP00344,Cybersecurity,14.98,26478.34,In Progress
2023-08-31,EMP00344,Data Literacy,3.22,2844.27,Completed
2023-10-31,EMP00344,Data Literacy,5.4,11472.12,Completed
2024-01-31,EMP00344,Cybersecurity,9.44,10295.91,Completed
2024-02-29,EMP00344,Cybersecurity,2.15,2526.5,Completed
2024-05-31,EMP00344,Technical Skills,14.72,14174.43,Completed
2024-06-30,EMP00344,Communication,8.55,5476.56,Completed
2024-10-31,EMP00344,Leadership,5.21,10650.8,In Progress
2024-12-31,EMP00344,Communication,4.75,3300.11,Dropped
2022-02-28,EMP00345,Compliance,16.14,14514.98,Completed
2022-03-31,EMP00345,Communication,17.22,26255.42,Completed
2022-05-31,EMP00345,Data Literacy,3.55,5414.0,Completed
2022-06-30,EMP00345,Communication,21.35,46708.37,In Progress
2022-07-31,EMP00345,Technical Skills,8.97,18248.53,In Progress
2022-08-31,EMP00345,Communication,20.22,15768.41,Completed
2022-09-30,EMP00345,Leadership,5.47,10401.72,Completed
2023-01-31,EMP00345,Technical Skills,18.93,15814.15,Completed
2024-01-31,EMP00345,Technical Skills,8.53,12020.22,Completed
2024-03-31,EMP00345,Data Literacy,3.87,8293.61,Completed
2024-06-30,EMP00345,Communication,12.19,19255.67,Completed
2024-09-30,EMP00345,Leadership,12.29,11382.4,Completed
2024-10-31,EMP00345,Technical Skills,14.12,10796.39,Completed
2024-12-31,EMP00345,Communication,9.61,8884.02,Completed
2022-05-31,EMP00346,Communication,11.18,8866.72,In Progress
2022-07-31,EMP00346,Data Literacy,16.91,28375.14,Completed
2022-09-30,EMP00346,Data Literacy,19.48,34546.45,In Progress
2022-11-30,EMP00346,Data Literacy,5.03,10634.57,Completed
2023-01-31,EMP00346,Leadership,17.14,31120.02,In Progress
2023-02-28,EMP00346,Compliance,20.16,18033.76,Completed
2023-03-31,EMP00346,Communication,21.28,29274.76,Completed
2023-06-30,EMP00346,Compliance,22.47,34672.25,Completed
2023-08-31,EMP00346,Technical Skills,5.83,10801.15,In Progress
2023-09-30,EMP00346,Communication,15.84,15558.29,Completed
2023-10-31,EMP00346,Compliance,20.09,33710.58,Completed
2024-01-31,EMP00346,Cybersecurity,20.39,28155.14,In Progress
2024-03-31,EMP00346,Communication,2.87,2042.46,Completed
2024-12-31,EMP00346,Data Literacy,15.4,32475.68,Completed
2022-01-31,EMP00347,Leadership,2.36,4119.13,Completed
2022-02-28,EMP00347,Cybersecurity,20.67,21149.31,Completed
2022-03-31,EMP00347,Cybersecurity,9.81,21148.99,In Progress
2022-04-30,EMP00347,Leadership,6.89,13975.16,Completed
2022-05-31,EMP00347,Data Literacy,8.43,7808.11,Completed
2022-07-31,EMP00347,Leadership,6.18,11144.34,Completed
2022-10-31,EMP00347,Data Literacy,23.73,14505.91,Completed
2022-11-30,EMP00347,Data Literacy,12.56,13598.4,Completed
2023-05-31,EMP00347,Communication,9.97,12250.68,In Progress
2023-07-31,EMP00347,Technical Skills,17.85,23903.4,Completed
2023-10-31,EMP00347,Leadership,5.34,3640.4,In Progress
2023-12-31,EMP00347,Communication,20.2,18205.66,In Progress
2024-05-31,EMP00347,Cybersecurity,23.37,46199.76,Completed
2024-08-31,EMP00347,Communication,4.91,5150.01,Completed
2024-11-30,EMP00347,Cybersecurity,13.01,27461.3,Completed
2022-03-31,EMP00348,Compliance,16.81,23758.32,Completed
2022-06-30,EMP00348,Cybersecurity,5.84,4853.81,Completed
2022-07-31,EMP00348,Data Literacy,5.99,10598.91,Completed
2023-11-30,EMP00348,Technical Skills,7.28,13904.92,Completed
2024-01-31,EMP00348,Technical Skills,8.73,12806.84,Completed
2024-05-31,EMP00348,Compliance,5.35,5323.59,In Progress
2024-08-31,EMP00348,Technical Skills,8.87,7907.62,Completed
2024-10-31,EMP00348,Compliance,20.91,25708.53,Completed
2024-11-30,EMP00348,Technical Skills,20.49,30752.41,Completed
2022-03-31,EMP00349,Data Literacy,13.94,17254.47,Dropped
2022-04-30,EMP00349,Compliance,10.26,12511.41,Completed
2022-11-30,EMP00349,Communication,21.44,30994.02,In Progress
2022-12-31,EMP00349,Technical Skills,6.97,9475.61,Completed
2023-02-28,EMP00349,Communication,7.66,14976.0,Completed
2023-03-31,EMP00349,Data Literacy,18.3,22451.74,Completed
2023-04-30,EMP00349,Communication,8.18,15597.82,Completed
2023-05-31,EMP00349,Leadership,7.36,13389.2,In Progress
2023-09-30,EMP00349,Technical Skills,4.37,4825.17,Completed
2023-10-31,EMP00349,Leadership,16.77,23871.0,Completed
2023-11-30,EMP00349,Technical Skills,23.87,22929.3,Completed
2023-12-31,EMP00349,Data Literacy,17.87,27926.34,Completed
2024-05-31,EMP00349,Technical Skills,17.04,15937.24,Completed
2024-07-31,EMP00349,Cybersecurity,8.97,14720.61,In Progress
2024-10-31,EMP00349,Data Literacy,6.64,9258.16,Completed
2024-11-30,EMP00349,Compliance,11.4,17115.75,Dropped
2022-02-28,EMP00350,Cybersecurity,21.39,35014.93,Completed
2022-03-31,EMP00350,Compliance,17.26,16155.22,Completed
2022-11-30,EMP00350,Cybersecurity,6.04,9158.87,Completed
2023-05-31,EMP00350,Cybersecurity,17.98,35847.46,Completed
2023-06-30,EMP00350,Cybersecurity,2.94,5073.03,Completed
2023-09-30,EMP00350,Leadership,6.03,6891.89,Completed
2024-04-30,EMP00350,Leadership,7.44,12823.85,Completed
2024-09-30,EMP00350,Compliance,22.44,29869.14,Completed
2024-10-31,EMP00350,Technical Skills,5.44,10315.52,In Progress
2024-12-31,EMP00350,Leadership,19.65,14805.89,Completed
2022-01-31,EMP00351,Cybersecurity,11.16,7255.38,In Progress
2022-06-30,EMP00351,Data Literacy,19.83,25783.93,Completed
2022-11-30,EMP00351,Data Literacy,19.28,18387.01,In Progress
2022-12-31,EMP00351,Compliance,12.85,15526.11,Completed
2023-02-28,EMP00351,Compliance,15.04,29782.25,Completed
2023-04-30,EMP00351,Data Literacy,22.73,16633.69,Completed
2023-06-30,EMP00351,Cybersecurity,12.02,12814.74,Completed
2023-09-30,EMP00351,Cybersecurity,20.02,13916.33,Completed
2023-10-31,EMP00351,Cybersecurity,23.89,41559.37,Completed
2024-05-31,EMP00351,Leadership,21.36,38648.1,Completed
2024-07-31,EMP00351,Communication,5.84,6830.16,Completed
2024-10-31,EMP00351,Compliance,20.58,13964.51,Completed
2022-02-28,EMP00352,Leadership,22.1,17321.78,Completed
2022-04-30,EMP00352,Compliance,21.87,14130.22,Completed
2022-10-31,EMP00352,Leadership,8.64,7763.93,Completed
2022-12-31,EMP00352,Data Literacy,8.42,5253.04,Completed
2023-01-31,EMP00352,Cybersecurity,9.27,15190.22,Completed
2023-02-28,EMP00352,Data Literacy,6.29,7611.79,Completed
2023-08-31,EMP00352,Communication,6.65,13835.55,Completed
2023-11-30,EMP00352,Data Literacy,21.27,12994.97,Dropped
2023-12-31,EMP00352,Communication,12.19,26064.38,Completed
2024-02-29,EMP00352,Cybersecurity,11.91,20760.01,Completed
2024-05-31,EMP00352,Data Literacy,19.35,15215.22,Dropped
2024-06-30,EMP00352,Communication,22.43,25112.13,Completed
2024-08-31,EMP00352,Leadership,2.91,3754.49,Completed
2024-10-31,EMP00352,Technical Skills,11.29,8565.73,Completed
2024-11-30,EMP00352,Technical Skills,6.29,4101.5,Completed
2022-02-28,EMP00353,Cybersecurity,3.86,7935.75,Completed
2022-05-31,EMP00353,Compliance,22.26,14381.74,Completed
2022-08-31,EMP00353,Communication,6.17,8428.82,Completed
2022-10-31,EMP00353,Leadership,12.72,26535.3,Completed
2023-02-28,EMP00353,Communication,13.97,23091.13,Completed
2022-02-28,EMP00354,Communication,18.9,13038.73,Completed
2022-07-31,EMP00354,Technical Skills,8.31,5760.33,Completed
2022-10-31,EMP00354,Compliance,5.78,11217.48,Completed
2023-01-31,EMP00354,Data Literacy,16.86,21357.41,Completed
2023-02-28,EMP00354,Cybersecurity,23.36,32885.72,In Progress
2023-06-30,EMP00354,Technical Skills,4.17,6685.85,Completed
2024-01-31,EMP00354,Compliance,5.52,6129.72,Completed
2024-02-29,EMP00354,Data Literacy,6.72,11192.96,Completed
2024-04-30,EMP00354,Data Literacy,11.43,19624.54,Completed
2024-06-30,EMP00354,Compliance,13.39,20724.38,Completed
2024-07-31,EMP00354,Communication,14.03,24419.29,Completed
2024-08-31,EMP00354,Cybersecurity,20.97,37449.17,Completed
2023-02-28,EMP00355,Compliance,5.55,4345.93,Completed
2023-03-31,EMP00355,Cybersecurity,20.3,31806.55,Completed
2023-12-31,EMP00355,Compliance,5.96,9193.27,Completed
2024-03-31,EMP00355,Leadership,2.34,3230.36,Completed
2022-05-31,EMP00356,Cybersecurity,17.99,36663.87,Completed
2022-06-30,EMP00356,Cybersecurity,4.69,9142.7,Completed
2022-08-31,EMP00356,Data Literacy,19.81,28135.38,Completed
2022-09-30,EMP00356,Data Literacy,19.21,18615.58,Completed
2022-11-30,EMP00356,Leadership,12.09,22200.23,Completed
2023-03-31,EMP00356,Cybersecurity,20.97,14367.01,Completed
2023-04-30,EMP00356,Leadership,10.83,21833.31,Completed
2023-07-31,EMP00356,Compliance,2.07,2854.26,Completed
2023-09-30,EMP00356,Cybersecurity,2.09,3320.37,Completed
2024-01-31,EMP00356,Technical Skills,7.13,8540.51,Completed
2024-04-30,EMP00356,Leadership,8.32,15870.44,Completed
2022-02-28,EMP00357,Technical Skills,21.68,18677.76,Completed
2022-05-31,EMP00357,Cybersecurity,17.22,14033.53,Completed
2022-06-30,EMP00357,Communication,6.1,12620.72,In Progress
2022-07-31,EMP00357,Leadership,11.06,21484.32,Completed
2022-09-30,EMP00357,Data Literacy,14.94,11541.05,Completed
2023-03-31,EMP00357,Leadership,9.44,18251.01,Completed
2023-04-30,EMP00357,Cybersecurity,13.38,11340.3,Completed
2023-05-31,EMP00357,Cybersecurity,12.52,26787.76,Completed
2023-06-30,EMP00357,Leadership,11.25,22804.56,Completed
2023-07-31,EMP00357,Communication,17.43,29293.34,In Progress
2023-12-31,EMP00357,Communication,9.14,10340.0,Completed
2024-01-31,EMP00357,Cybersecurity,20.07,31852.27,Completed
