attendance_date,employee_id,scheduled_days,present_days,leave_days,absence_days,overtime_hours
2022-12-31,EMP00268,22,20,2,0,8.01
2023-01-31,EMP00268,23,20,3,0,2.7
2023-02-28,EMP00268,20,20,0,0,5.5
2023-03-31,EMP00268,21,21,0,0,5.42
2023-04-30,EMP00268,23,23,0,0,18.62
2023-05-31,EMP00268,22,19,2,1,0.0
2023-06-30,EMP00268,21,20,1,0,7.1
2023-07-31,EMP00268,23,22,1,0,16.63
2023-08-31,EMP00268,20,17,3,0,8.61
2023-09-30,EMP00268,22,20,2,0,11.77
2023-10-31,EMP00268,23,22,1,0,8.5
2023-11-30,EMP00268,23,22,1,0,4.66
2023-12-31,EMP00268,21,21,0,0,0.0
2024-01-31,EMP00268,20,19,1,0,9.03
2024-02-29,EMP00268,22,19,2,1,4.12
2024-03-31,EMP00268,21,21,0,0,4.0
2024-04-30,EMP00268,22,22,0,0,5.51
2024-05-31,EMP00268,21,18,2,1,16.72
2024-06-30,EMP00268,23,23,0,0,20.02
2024-07-31,EMP00268,23,21,2,0,9.09
2024-08-31,EMP00268,21,20,1,0,5.68
2024-09-30,EMP00268,20,15,4,1,2.11
2024-10-31,EMP00268,22,21,1,0,10.34
2024-11-30,EMP00268,21,21,0,0,16.91
2024-12-31,EMP00268,21,19,2,0,6.76
2024-02-29,EMP00269,22,21,1,0,0.0
2024-03-31,EMP00269,22,19,3,0,11.35
2024-04-30,EMP00269,23,21,2,0,12.93
2024-05-31,EMP00269,22,21,1,0,0.07
2024-06-30,EMP00269,22,22,0,0,8.88
2024-07-31,EMP00269,20,18,1,1,10.26
2024-08-31,EMP00269,23,22,1,0,7.63
2024-09-30,EMP00269,21,21,0,0,4.05
2024-10-31,EMP00269,23,19,4,0,13.08
2024-11-30,EMP00269,21,19,0,2,5.98
2024-12-31,EMP00269,22,21,1,0,0.57
2022-08-31,EMP00270,22,20,1,1,0.0
2022-09-30,EMP00270,21,20,1,0,14.3
2022-10-31,EMP00270,23,21,1,1,11.08
2022-11-30,EMP00270,22,21,0,1,8.44
2022-12-31,EMP00270,23,22,1,0,5.8
2023-01-31,EMP00270,21,20,1,0,5.36
2023-02-28,EMP00270,23,23,0,0,2.62
2023-03-31,EMP00270,21,21,0,0,5.84
2023-04-30,EMP00270,23,21,2,0,0.0
2023-05-31,EMP00270,23,23,0,0,4.32
2023-06-30,EMP00270,20,19,1,0,6.45
2023-07-31,EMP00270,21,19,2,0,11.05
2023-08-31,EMP00270,23,21,2,0,7.8
2023-09-30,EMP00270,20,20,0,0,11.97
2023-10-31,EMP00270,21,19,0,2,14.75
2023-11-30,EMP00270,23,23,0,0,13.29
2023-12-31,EMP00270,20,19,1,0,10.35
2024-01-31,EMP00270,20,20,0,0,8.06
2024-02-29,EMP00270,22,20,2,0,3.1
2024-03-31,EMP00270,23,23,0,0,11.7
2024-04-30,EMP00270,23,21,2,0,16.4
2024-05-31,EMP00270,21,21,0,0,9.71
2024-06-30,EMP00270,22,21,1,0,17.59
2024-07-31,EMP00270,23,20,2,1,0.37
2024-08-31,EMP00270,21,19,0,2,2.23
2024-09-30,EMP00270,23,21,2,0,12.28
2024-10-31,EMP00270,20,17,2,1,9.32
2024-11-30,EMP00270,21,18,1,2,14.57
2024-12-31,EMP00270,21,21,0,0,7.92
2022-01-31,EMP00271,22,20,2,0,3.66
2022-02-28,EMP00271,21,20,1,0,6.93
2022-03-31,EMP00271,21,18,2,1,0.34
2022-04-30,EMP00271,22,22,0,0,2.36
2022-05-31,EMP00271,21,18,3,0,12.86
2022-06-30,EMP00271,20,20,0,0,12.36
2022-07-31,EMP00271,23,23,0,0,9.82
2022-08-31,EMP00271,23,20,2,1,0.0
2022-09-30,EMP00271,20,18,2,0,6.21
2022-10-31,EMP00271,23,21,1,1,1.88
2022-11-30,EMP00271,20,19,0,1,13.88
2022-12-31,EMP00271,21,21,0,0,5.08
2023-01-31,EMP00271,21,20,0,1,2.57
2023-02-28,EMP00271,20,18,2,0,8.15
2023-03-31,EMP00271,20,16,4,0,4.8
2023-04-30,EMP00271,21,20,1,0,15.42
2023-05-31,EMP00271,22,21,1,0,4.33
2023-06-30,EMP00271,20,18,2,0,1.0
2023-07-31,EMP00271,23,22,1,0,0.0
2023-08-31,EMP00271,23,23,0,0,7.85
2023-09-30,EMP00271,23,23,0,0,5.19
2023-10-31,EMP00271,20,18,2,0,0.86
2023-11-30,EMP00271,20,17,3,0,13.95
2023-12-31,EMP00271,23,23,0,0,11.34
2024-01-31,EMP00271,22,20,2,0,7.86
2024-02-29,EMP00271,21,18,1,2,14.82
2024-03-31,EMP00271,20,19,1,0,11.31
2024-04-30,EMP00271,21,19,1,1,3.89
2024-05-31,EMP00271,20,17,2,1,2.8
2024-06-30,EMP00271,20,17,3,0,12.09
2024-07-31,EMP00271,21,20,1,0,9.98
2024-08-31,EMP00271,22,20,2,0,8.85
2024-09-30,EMP00271,23,23,0,0,3.77
2024-10-31,EMP00271,23,20,3,0,11.04
2024-11-30,EMP00271,22,19,3,0,4.22
2024-12-31,EMP00271,21,21,0,0,7.49
2023-07-31,EMP00272,23,21,2,0,15.23
2023-08-31,EMP00272,23,22,1,0,4.7
2023-09-30,EMP00272,22,21,0,1,0.14
2023-10-31,EMP00272,20,18,2,0,2.74
2023-11-30,EMP00272,23,20,1,2,12.97
2023-12-31,EMP00272,23,22,1,0,9.27
2024-01-31,EMP00272,21,20,1,0,7.36
2024-02-29,EMP00272,22,20,1,1,5.45
2024-03-31,EMP00272,23,20,3,0,10.43
2024-04-30,EMP00272,23,20,3,0,3.75
2024-05-31,EMP00272,22,22,0,0,9.53
2024-06-30,EMP00272,20,20,0,0,4.34
2024-07-31,EMP00272,21,21,0,0,3.51
2024-08-31,EMP00272,21,18,3,0,4.81
2024-09-30,EMP00272,23,22,1,0,6.12
2024-10-31,EMP00272,20,19,1,0,7.76
2024-11-30,EMP00272,20,19,1,0,9.18
2024-12-31,EMP00272,22,22,0,0,0.0
2022-01-31,EMP00273,20,17,3,0,3.96
2022-02-28,EMP00273,20,20,0,0,6.04
2022-03-31,EMP00273,21,20,0,1,15.53
2022-04-30,EMP00273,23,22,1,0,2.6
2022-05-31,EMP00273,23,23,0,0,8.81
2022-06-30,EMP00273,21,19,1,1,15.48
2022-07-31,EMP00273,23,22,1,0,1.44
2022-08-31,EMP00273,20,18,1,1,9.97
2022-09-30,EMP00273,23,22,1,0,3.99
2022-10-31,EMP00273,23,22,1,0,5.48
2022-11-30,EMP00273,20,20,0,0,3.98
2022-12-31,EMP00273,23,19,2,2,4.34
2023-01-31,EMP00273,22,21,1,0,21.61
2023-02-28,EMP00273,20,20,0,0,12.22
2023-03-31,EMP00273,20,17,2,1,13.51
2023-04-30,EMP00273,22,21,1,0,10.46
2023-05-31,EMP00273,23,22,1,0,0.0
2023-06-30,EMP00273,20,16,4,0,9.97
2023-07-31,EMP00273,23,22,1,0,13.36
2023-08-31,EMP00273,22,22,0,0,3.73
2023-09-30,EMP00273,20,19,1,0,12.83
2023-10-31,EMP00273,20,19,1,0,11.52
2023-11-30,EMP00273,22,22,0,0,17.26
2023-12-31,EMP00273,20,18,2,0,5.91
2024-01-31,EMP00273,22,20,1,1,2.51
2024-02-29,EMP00273,22,20,2,0,6.19
2024-03-31,EMP00273,23,20,2,1,15.18
2024-04-30,EMP00273,20,19,1,0,0.0
2024-05-31,EMP00273,23,22,0,1,0.0
2024-06-30,EMP00273,21,21,0,0,8.45
2024-07-31,EMP00273,23,20,3,0,5.79
2024-08-31,EMP00273,22,22,0,0,8.04
2024-09-30,EMP00273,22,21,1,0,12.73
2024-10-31,EMP00273,22,21,1,0,5.24
2024-11-30,EMP00273,23,18,4,1,0.0
2024-12-31,EMP00273,23,21,2,0,18.22
2023-03-31,EMP00274,22,21,1,0,3.01
2023-04-30,EMP00274,22,22,0,0,2.7
2023-05-31,EMP00274,23,23,0,0,13.52
2023-06-30,EMP00274,22,20,2,0,6.08
2023-07-31,EMP00274,23,22,0,1,7.68
2023-08-31,EMP00274,20,18,2,0,10.41
2023-09-30,EMP00274,23,21,1,1,13.42
2023-10-31,EMP00274,20,18,2,0,6.33
2023-11-30,EMP00274,21,21,0,0,15.6
2023-12-31,EMP00274,22,18,3,1,0.0
2024-01-31,EMP00274,21,18,3,0,11.8
2024-02-29,EMP00274,21,21,0,0,3.8
2024-03-31,EMP00274,21,20,1,0,14.86
2024-04-30,EMP00274,21,18,2,1,8.71
2024-05-31,EMP00274,23,22,1,0,4.64
2024-06-30,EMP00274,23,20,3,0,11.31
2024-07-31,EMP00274,21,19,2,0,12.47
2024-08-31,EMP00274,23,22,1,0,11.21
2024-09-30,EMP00274,23,21,2,0,2.85
2024-10-31,EMP00274,21,17,4,0,5.58
2024-11-30,EMP00274,22,21,0,1,7.98
2024-12-31,EMP00274,22,19,3,0,7.79
2022-01-31,EMP00275,21,17,4,0,11.75
2022-02-28,EMP00275,23,20,2,1,0.0
2022-03-31,EMP00275,22,22,0,0,9.67
2022-04-30,EMP00275,20,18,2,0,6.55
2022-05-31,EMP00275,20,19,1,0,3.81
2022-06-30,EMP00275,22,21,1,0,4.29
2022-07-31,EMP00275,21,21,0,0,6.93
2022-08-31,EMP00275,23,22,1,0,0.0
2022-09-30,EMP00275,20,18,1,1,4.49
2022-10-31,EMP00275,21,18,3,0,3.62
2022-11-30,EMP00275,21,17,4,0,10.66
2022-12-31,EMP00275,20,20,0,0,3.97
2023-01-31,EMP00275,20,20,0,0,6.92
2023-02-28,EMP00275,20,20,0,0,15.71
2023-03-31,EMP00275,22,22,0,0,12.97
2023-04-30,EMP00275,20,18,0,2,12.51
2023-05-31,EMP00275,22,21,1,0,5.5
2023-06-30,EMP00275,22,22,0,0,10.72
2023-07-31,EMP00275,23,22,0,1,6.83
2023-08-31,EMP00275,20,17,2,1,7.02
2023-09-30,EMP00275,23,22,1,0,10.05
2023-10-31,EMP00275,23,23,0,0,5.02
2023-11-30,EMP00275,22,19,2,1,15.47
2023-12-31,EMP00275,21,21,0,0,7.2
2024-01-31,EMP00275,21,20,1,0,11.09
2024-02-29,EMP00275,20,18,2,0,15.28
2024-03-31,EMP00275,23,23,0,0,13.16
2024-04-30,EMP00275,22,21,0,1,0.96
2024-05-31,EMP00275,20,20,0,0,10.22
2024-06-30,EMP00275,23,22,0,1,12.25
2024-07-31,EMP00275,22,22,0,0,12.46
2024-08-31,EMP00275,23,21,2,0,2.43
2024-09-30,EMP00275,21,19,1,1,4.71
2024-10-31,EMP00275,22,18,3,1,12.97
2024-11-30,EMP00275,20,19,1,0,4.19
2024-12-31,EMP00275,20,18,2,0,6.5
2022-04-30,EMP00276,22,22,0,0,15.88
2022-05-31,EMP00276,20,20,0,0,7.76
2022-06-30,EMP00276,23,22,1,0,4.37
2022-07-31,EMP00276,22,21,1,0,3.61
2022-08-31,EMP00276,22,22,0,0,9.66
2022-09-30,EMP00276,22,22,0,0,1.33
2022-10-31,EMP00276,21,21,0,0,6.76
2022-11-30,EMP00276,22,22,0,0,9.67
2022-12-31,EMP00276,21,19,2,0,14.5
2023-01-31,EMP00276,20,20,0,0,11.34
2023-02-28,EMP00276,23,21,2,0,4.43
2023-03-31,EMP00276,22,22,0,0,13.89
2023-04-30,EMP00276,23,22,0,1,6.5
2023-05-31,EMP00276,23,23,0,0,1.82
2023-06-30,EMP00276,23,20,3,0,7.14
2023-07-31,EMP00276,20,20,0,0,15.19
2023-08-31,EMP00276,23,23,0,0,8.83
2023-09-30,EMP00276,20,17,3,0,8.06
2023-10-31,EMP00276,21,20,1,0,16.19
2023-11-30,EMP00276,20,17,3,0,0.84
2023-12-31,EMP00276,22,20,2,0,1.57
2024-01-31,EMP00276,23,20,3,0,0.0
2024-02-29,EMP00276,20,20,0,0,9.86
2024-03-31,EMP00276,21,19,1,1,8.83
2024-04-30,EMP00276,22,20,2,0,15.71
2024-05-31,EMP00276,21,21,0,0,9.22
2024-06-30,EMP00276,20,18,2,0,5.98
2024-07-31,EMP00276,21,19,2,0,8.01
2024-08-31,EMP00276,22,20,2,0,8.59
2024-09-30,EMP00276,21,19,2,0,0.0
2024-10-31,EMP00276,21,21,0,0,21.55
2024-11-30,EMP00276,21,21,0,0,10.6
2024-12-31,EMP00276,21,18,3,0,9.05
2022-01-31,EMP00277,21,16,4,1,11.08
2022-02-28,EMP00277,20,18,2,0,11.55
2022-03-31,EMP00277,23,21,2,0,7.3
2022-04-30,EMP00277,21,21,0,0,4.84
2022-05-31,EMP00277,21,17,4,0,11.0
2022-06-30,EMP00277,21,21,0,0,9.93
2022-07-31,EMP00277,23,23,0,0,3.95
2022-08-31,EMP00277,21,20,1,0,15.1
2022-09-30,EMP00277,20,20,0,0,9.47
2022-10-31,EMP00277,20,18,2,0,11.65
2022-11-30,EMP00277,22,20,2,0,14.96
2022-12-31,EMP00277,22,22,0,0,8.11
2023-01-31,EMP00277,23,21,2,0,9.58
2023-02-28,EMP00277,20,19,1,0,12.05
2023-03-31,EMP00277,22,22,0,0,4.38
2023-04-30,EMP00277,20,18,2,0,8.27
2023-05-31,EMP00277,23,23,0,0,8.63
2023-06-30,EMP00277,20,15,3,2,3.22
2023-07-31,EMP00277,22,22,0,0,19.59
2023-08-31,EMP00277,22,18,4,0,0.96
2023-09-30,EMP00277,23,23,0,0,1.51
2023-10-31,EMP00277,21,20,0,1,14.57
2023-11-30,EMP00277,21,21,0,0,11.57
2023-12-31,EMP00277,23,20,3,0,2.87
2024-01-31,EMP00277,20,19,0,1,11.04
2024-02-29,EMP00277,23,21,2,0,15.34
2024-03-31,EMP00277,20,20,0,0,7.85
2024-04-30,EMP00277,21,20,1,0,20.99
2024-05-31,EMP00277,21,20,1,0,0.0
2024-06-30,EMP00277,21,20,1,0,11.47
2024-07-31,EMP00277,23,21,1,1,13.83
2024-08-31,EMP00277,20,18,2,0,12.46
2024-09-30,EMP00277,22,20,2,0,6.98
2024-10-31,EMP00277,21,20,1,0,6.55
2024-11-30,EMP00277,23,21,0,2,10.22
2024-12-31,EMP00277,21,19,2,0,12.08
2022-01-31,EMP00278,23,22,1,0,11.01
2022-02-28,EMP00278,22,20,2,0,13.2
2022-03-31,EMP00278,22,18,3,1,2.91
2022-04-30,EMP00278,20,15,4,1,6.86
2022-05-31,EMP00278,22,17,4,1,3.3
2022-06-30,EMP00278,21,21,0,0,6.07
2022-07-31,EMP00278,21,21,0,0,13.08
2022-08-31,EMP00278,21,19,2,0,8.54
2022-09-30,EMP00278,23,22,1,0,21.03
2022-10-31,EMP00278,23,23,0,0,8.97
2022-11-30,EMP00278,21,20,0,1,8.3
2022-12-31,EMP00278,21,20,1,0,8.53
2023-01-31,EMP00278,23,19,4,0,4.81
2023-02-28,EMP00278,21,20,1,0,7.71
2023-03-31,EMP00278,23,22,1,0,13.64
2023-04-30,EMP00278,23,23,0,0,8.57
2023-05-31,EMP00278,20,16,2,2,4.03
2023-06-30,EMP00278,23,20,3,0,3.37
2023-07-31,EMP00278,22,22,0,0,5.75
2023-08-31,EMP00278,22,18,4,0,8.37
2023-09-30,EMP00278,20,19,1,0,13.97
2023-10-31,EMP00278,22,20,2,0,1.3
2023-11-30,EMP00278,21,18,3,0,6.4
2023-12-31,EMP00278,22,18,3,1,8.72
2024-01-31,EMP00278,22,22,0,0,0.0
2024-02-29,EMP00278,20,20,0,0,3.83
2024-03-31,EMP00278,21,21,0,0,4.6
2024-04-30,EMP00278,23,20,3,0,4.02
2024-05-31,EMP00278,20,18,2,0,8.96
2024-06-30,EMP00278,21,19,2,0,7.2
2024-07-31,EMP00278,21,21,0,0,5.22
2024-08-31,EMP00278,22,20,2,0,10.14
2024-09-30,EMP00278,20,18,1,1,16.62
2024-10-31,EMP00278,20,18,1,1,16.2
2024-11-30,EMP00278,21,21,0,0,0.0
2024-12-31,EMP00278,21,20,1,0,10.89
2022-01-31,EMP00279,22,21,1,0,7.11
2022-02-28,EMP00279,23,23,0,0,8.78
2022-03-31,EMP00279,22,19,1,2,6.01
2022-04-30,EMP00279,23,22,1,0,8.59
2022-05-31,EMP00279,23,19,4,0,8.76
2022-06-30,EMP00279,21,19,2,0,5.11
2022-07-31,EMP00279,20,20,0,0,3.52
2022-08-31,EMP00279,20,20,0,0,5.76
2022-09-30,EMP00279,23,19,4,0,9.17
2022-10-31,EMP00279,21,18,3,0,10.99
2022-11-30,EMP00279,20,18,2,0,12.27
2022-12-31,EMP00279,23,22,0,1,5.53
2023-01-31,EMP00279,20,18,2,0,9.42
2023-02-28,EMP00279,22,22,0,0,12.81
2023-03-31,EMP00279,21,19,2,0,13.83
2023-04-30,EMP00279,20,20,0,0,7.71
2023-05-31,EMP00279,21,18,3,0,6.9
2023-06-30,EMP00279,23,20,1,2,8.96
2023-07-31,EMP00279,23,20,2,1,2.25
2023-08-31,EMP00279,21,19,2,0,7.03
2023-09-30,EMP00279,22,21,1,0,11.72
2023-10-31,EMP00279,21,18,3,0,11.21
2023-11-30,EMP00279,22,20,2,0,6.65
2023-12-31,EMP00279,20,16,3,1,9.09
2024-01-31,EMP00279,23,22,1,0,3.88
2024-02-29,EMP00279,21,19,2,0,11.52
2024-03-31,EMP00279,21,19,1,1,7.61
2024-04-30,EMP00279,22,21,1,0,6.62
2024-05-31,EMP00279,22,19,3,0,6.19
2024-06-30,EMP00279,22,21,1,0,7.69
2024-07-31,EMP00279,22,20,2,0,5.76
2024-08-31,EMP00279,21,21,0,0,11.29
2024-09-30,EMP00279,23,21,2,0,6.02
2024-10-31,EMP00279,21,20,0,1,15.96
2024-11-30,EMP00279,20,19,1,0,15.33
2024-12-31,EMP00279,21,18,2,1,3.54
2022-01-31,EMP00280,20,19,1,0,8.35
2022-02-28,EMP00280,22,22,0,0,4.75
2022-03-31,EMP00280,21,21,0,0,6.37
2022-04-30,EMP00280,22,21,1,0,18.01
2022-05-31,EMP00280,20,19,1,0,6.46
2022-06-30,EMP00280,20,20,0,0,9.8
2022-07-31,EMP00280,21,17,4,0,10.71
2022-08-31,EMP00280,23,21,2,0,3.0
2022-09-30,EMP00280,22,18,3,1,3.72
2022-10-31,EMP00280,23,23,0,0,1.97
2022-11-30,EMP00280,23,21,2,0,3.57
2022-12-31,EMP00280,20,20,0,0,0.0
2023-01-31,EMP00280,20,18,1,1,10.72
2023-02-28,EMP00280,20,20,0,0,18.27
2023-03-31,EMP00280,20,16,4,0,8.74
2023-04-30,EMP00280,22,20,2,0,0.92
2023-05-31,EMP00280,22,20,2,0,4.79
2023-06-30,EMP00280,20,17,3,0,5.71
2023-07-31,EMP00280,20,16,3,1,2.91
2023-08-31,EMP00280,23,23,0,0,12.3
2023-09-30,EMP00280,20,20,0,0,12.05
2023-10-31,EMP00280,20,20,0,0,2.22
2023-11-30,EMP00280,20,19,0,1,11.63
2023-12-31,EMP00280,23,23,0,0,15.63
2024-01-31,EMP00280,20,16,3,1,17.51
2024-02-29,EMP00280,21,19,0,2,22.33
2024-03-31,EMP00280,22,22,0,0,3.49
2024-04-30,EMP00280,20,18,2,0,22.12
2024-05-31,EMP00280,21,18,2,1,6.23
2024-06-30,EMP00280,23,21,2,0,5.04
2024-07-31,EMP00280,22,21,1,0,9.64
2024-08-31,EMP00280,23,23,0,0,5.09
2024-09-30,EMP00280,20,18,2,0,10.0
2024-10-31,EMP00280,22,20,2,0,1.4
2024-11-30,EMP00280,21,19,2,0,6.81
2024-12-31,EMP00280,22,22,0,0,14.43
2022-01-31,EMP00281,22,22,0,0,7.71
2022-02-28,EMP00281,21,20,1,0,8.71
2022-03-31,EMP00281,20,19,1,0,10.38
2024-07-31,EMP00282,20,18,2,0,13.85
2024-08-31,EMP00282,21,21,0,0,0.0
2024-09-30,EMP00282,20,18,2,0,10.92
2024-10-31,EMP00282,21,18,2,1,6.66
2024-11-30,EMP00282,21,21,0,0,8.83
2024-12-31,EMP00282,21,21,0,0,13.3
2022-01-31,EMP00283,22,22,0,0,2.03
2022-02-28,EMP00283,21,21,0,0,2.94
2022-03-31,EMP00283,20,20,0,0,0.0
2022-04-30,EMP00283,23,19,4,0,5.25
2022-05-31,EMP00283,23,22,1,0,14.65
2022-06-30,EMP00283,22,18,3,1,7.4
2022-07-31,EMP00283,22,20,1,1,1.3
2022-08-31,EMP00283,22,22,0,0,5.57
2022-09-30,EMP00283,22,19,3,0,0.56
2022-10-31,EMP00283,21,19,1,1,2.37
2022-11-30,EMP00283,22,20,2,0,9.94
2022-12-31,EMP00283,22,19,3,0,2.13
2023-01-31,EMP00283,21,19,2,0,13.56
2023-02-28,EMP00283,20,16,4,0,7.64
2023-03-31,EMP00283,20,18,2,0,8.43
2023-04-30,EMP00283,20,19,1,0,6.61
2023-05-31,EMP00283,23,22,0,1,11.86
2023-06-30,EMP00283,22,21,1,0,11.92
2023-07-31,EMP00283,22,19,3,0,9.68
2023-08-31,EMP00283,21,20,1,0,10.82
2023-09-30,EMP00283,20,17,3,0,6.94
2023-10-31,EMP00283,20,19,1,0,10.71
2023-11-30,EMP00283,23,23,0,0,6.31
2023-12-31,EMP00283,23,22,0,1,8.01
2024-01-31,EMP00283,21,21,0,0,6.63
2024-02-29,EMP00283,21,20,1,0,5.71
2024-03-31,EMP00283,22,20,1,1,4.55
2024-04-30,EMP00283,20,18,2,0,10.34
2024-05-31,EMP00283,22,22,0,0,14.55
2024-06-30,EMP00283,23,23,0,0,13.86
2024-07-31,EMP00283,23,19,4,0,1.72
2024-08-31,EMP00283,20,17,2,1,14.45
2024-09-30,EMP00283,23,23,0,0,6.41
2024-10-31,EMP00283,23,23,0,0,11.0
2024-11-30,EMP00283,23,19,2,2,3.47
2024-12-31,EMP00283,21,20,1,0,8.71
2022-05-31,EMP00284,20,19,1,0,9.57
2022-06-30,EMP00284,21,19,2,0,0.58
2022-07-31,EMP00284,21,17,4,0,11.04
2022-08-31,EMP00284,21,17,4,0,14.73
2022-09-30,EMP00284,21,19,1,1,7.13
2022-10-31,EMP00284,20,19,1,0,14.8
2022-11-30,EMP00284,23,23,0,0,7.05
2022-12-31,EMP00284,22,21,1,0,12.25
2023-01-31,EMP00284,20,19,0,1,0.0
2023-02-28,EMP00284,22,20,2,0,20.09
2023-03-31,EMP00284,21,20,0,1,15.48
2023-04-30,EMP00284,21,20,1,0,6.58
2023-05-31,EMP00284,22,19,3,0,0.0
2023-06-30,EMP00284,23,22,1,0,9.44
2023-07-31,EMP00284,23,21,2,0,0.78
2023-08-31,EMP00284,21,19,2,0,10.22
2023-09-30,EMP00284,23,21,1,1,10.06
2023-10-31,EMP00284,21,16,3,2,3.29
2023-11-30,EMP00284,23,21,1,1,13.6
2023-12-31,EMP00284,23,23,0,0,12.03
2024-01-31,EMP00284,23,23,0,0,12.88
2024-02-29,EMP00284,21,21,0,0,8.04
2024-03-31,EMP00284,20,19,1,0,0.92
2024-04-30,EMP00284,20,18,2,0,12.89
2024-05-31,EMP00284,23,22,1,0,6.65
2024-06-30,EMP00284,20,19,1,0,1.05
2024-07-31,EMP00284,23,21,1,1,14.76
2024-08-31,EMP00284,21,19,1,1,18.5
2024-09-30,EMP00284,20,19,1,0,7.79
2024-10-31,EMP00284,23,21,1,1,18.8
2024-11-30,EMP00284,23,22,0,1,8.46
2024-12-31,EMP00284,23,22,1,0,6.1
2022-01-31,EMP00285,23,23,0,0,4.85
2022-02-28,EMP00285,22,22,0,0,16.19
2022-03-31,EMP00285,20,16,2,2,4.1
2022-04-30,EMP00285,21,19,0,2,11.68
2022-05-31,EMP00285,20,16,4,0,5.2
2022-06-30,EMP00285,23,23,0,0,5.7
2022-07-31,EMP00285,20,19,0,1,13.15
2022-08-31,EMP00285,23,23,0,0,6.1
2022-09-30,EMP00285,23,20,1,2,5.98
2022-10-31,EMP00285,21,19,0,2,13.66
2022-11-30,EMP00285,22,22,0,0,15.99
2022-12-31,EMP00285,22,21,1,0,11.22
2023-01-31,EMP00285,23,22,0,1,4.73
2023-02-28,EMP00285,22,20,2,0,5.45
2023-03-31,EMP00285,22,19,3,0,8.4
2023-04-30,EMP00285,20,18,1,1,9.6
2023-05-31,EMP00285,23,22,1,0,3.06
2023-06-30,EMP00285,20,20,0,0,11.62
2023-07-31,EMP00285,21,21,0,0,8.43
2023-08-31,EMP00285,21,15,4,2,0.0
2023-09-30,EMP00285,23,23,0,0,3.36
2023-10-31,EMP00285,22,21,0,1,5.48
2023-11-30,EMP00285,23,23,0,0,7.64
2023-12-31,EMP00285,21,19,1,1,17.45
2024-01-31,EMP00285,23,21,0,2,9.19
2024-02-29,EMP00285,21,19,2,0,3.8
2024-03-31,EMP00285,20,19,1,0,9.1
2024-04-30,EMP00285,22,21,1,0,6.24
2024-05-31,EMP00285,20,19,1,0,9.62
2024-06-30,EMP00285,20,19,1,0,10.9
2024-07-31,EMP00285,23,23,0,0,14.05
2024-08-31,EMP00285,22,19,1,2,7.88
2024-09-30,EMP00285,22,21,1,0,16.19
2024-10-31,EMP00285,23,22,1,0,12.54
2024-11-30,EMP00285,22,22,0,0,4.46
2024-12-31,EMP00285,23,22,1,0,19.05
2022-01-31,EMP00286,20,17,3,0,9.63
2022-02-28,EMP00286,23,21,2,0,3.82
2022-03-31,EMP00286,22,21,1,0,16.26
2022-04-30,EMP00286,21,18,2,1,18.39
2022-05-31,EMP00286,23,22,0,1,7.83
2022-06-30,EMP00286,21,21,0,0,5.48
2022-07-31,EMP00286,22,21,1,0,7.14
2022-08-31,EMP00286,21,21,0,0,11.57
2022-09-30,EMP00286,22,21,0,1,14.39
2022-10-31,EMP00286,21,21,0,0,10.85
2022-11-30,EMP00286,23,22,1,0,8.51
2022-12-31,EMP00286,23,19,4,0,15.49
2023-01-31,EMP00286,21,19,2,0,6.44
2023-02-28,EMP00286,21,20,1,0,13.15
2023-03-31,EMP00286,23,21,2,0,6.56
2023-04-30,EMP00286,20,16,3,1,10.16
2023-05-31,EMP00286,22,18,3,1,7.43
2023-06-30,EMP00286,21,21,0,0,7.72
2023-07-31,EMP00286,22,20,2,0,6.11
2023-08-31,EMP00286,23,19,4,0,14.72
2023-09-30,EMP00286,21,21,0,0,4.34
2023-10-31,EMP00286,21,20,1,0,4.3
2023-11-30,EMP00286,23,22,1,0,18.6
2023-12-31,EMP00286,20,19,1,0,12.89
2024-01-31,EMP00286,23,21,2,0,0.0
2024-02-29,EMP00286,23,19,4,0,5.17
2024-03-31,EMP00286,22,19,3,0,0.0
2024-04-30,EMP00286,23,20,3,0,3.25
2024-05-31,EMP00286,23,21,2,0,0.0
2024-06-30,EMP00286,20,20,0,0,7.32
2024-07-31,EMP00286,20,20,0,0,2.29
2024-08-31,EMP00286,23,22,0,1,8.3
2024-09-30,EMP00286,22,20,1,1,0.0
2024-10-31,EMP00286,22,20,1,1,8.41
2024-11-30,EMP00286,22,19,2,1,5.93
2024-12-31,EMP00286,21,19,2,0,15.51
2023-01-31,EMP00287,20,20,0,0,15.06
2023-02-28,EMP00287,23,22,1,0,11.93
2023-03-31,EMP00287,20,20,0,0,6.37
2023-04-30,EMP00287,23,22,1,0,17.93
2023-05-31,EMP00287,21,20,1,0,0.23
2023-06-30,EMP00287,20,18,2,0,0.98
2023-07-31,EMP00287,22,20,2,0,7.58
2023-08-31,EMP00287,22,20,2,0,19.27
2023-09-30,EMP00287,21,21,0,0,6.99
2023-10-31,EMP00287,22,20,2,0,7.08
2023-11-30,EMP00287,22,22,0,0,0.79
2023-12-31,EMP00287,20,20,0,0,12.73
2024-01-31,EMP00287,23,22,0,1,12.77
2024-02-29,EMP00287,22,19,3,0,11.95
2024-03-31,EMP00287,23,23,0,0,4.85
2024-04-30,EMP00287,22,19,3,0,4.47
2024-05-31,EMP00287,21,18,3,0,1.53
2024-06-30,EMP00287,21,20,1,0,8.42
2024-07-31,EMP00287,23,22,1,0,2.6
