performance_date,employee_id,rating_code,goals_completed,promotion_flag,bonus_amount
2023-06-30,EMP00322,3,6,False,188844.64
2023-09-30,EMP00322,2,5,False,0.0
2023-12-31,EMP00322,4,9,False,55915.06
2024-03-31,EMP00322,3,5,False,189096.26
2024-06-30,EMP00322,3,9,False,151080.76
2024-09-30,EMP00322,5,4,False,128581.54
2024-12-31,EMP00322,3,3,False,196046.62
2022-03-31,EMP00323,3,9,False,16006.28
2022-06-30,EMP00323,3,4,False,19640.7
2022-09-30,EMP00323,3,10,False,55248.13
2022-12-31,EMP00323,3,5,False,27517.32
2023-03-31,EMP00323,3,8,False,17404.08
2023-06-30,EMP00323,3,12,False,46330.51
2023-09-30,EMP00323,4,5,False,22818.71
2023-12-31,EMP00323,3,4,False,22143.29
2024-03-31,EMP00323,3,6,False,16641.0
2024-06-30,EMP00323,3,3,False,31323.97
2024-09-30,EMP00323,2,10,False,0.0
2024-12-31,EMP00323,3,11,False,14879.16
2022-06-30,EMP00324,4,4,False,65746.49
2022-09-30,EMP00324,3,4,False,98036.31
2022-12-31,EMP00324,1,6,False,0.0
2023-03-31,EMP00324,2,6,False,0.0
2023-06-30,EMP00324,3,7,False,60009.21
2023-09-30,EMP00324,1,4,False,0.0
2023-12-31,EMP00324,2,3,False,0.0
2024-03-31,EMP00324,3,4,False,43198.19
2024-06-30,EMP00324,5,11,False,55450.07
2024-09-30,EMP00324,4,7,False,73544.73
2024-12-31,EMP00324,3,11,False,46265.88
2022-03-31,EMP00325,3,10,False,113070.81
2022-06-30,EMP00325,4,5,False,168001.03
2022-09-30,EMP00325,3,4,False,48657.5
2022-12-31,EMP00325,3,6,False,200823.71
2023-03-31,EMP00325,3,4,False,167283.66
2023-06-30,EMP00325,3,9,False,48213.2
2023-09-30,EMP00325,5,12,False,111900.69
2023-12-31,EMP00325,3,9,False,63615.43
2024-03-31,EMP00325,2,4,False,0.0
2024-06-30,EMP00325,3,9,False,162733.23
2024-09-30,EMP00325,3,7,False,35687.4
2024-12-31,EMP00325,4,11,False,197786.98
2024-06-30,EMP00326,4,8,False,53310.3
2024-09-30,EMP00326,5,5,False,72626.45
2024-12-31,EMP00326,3,7,False,146937.88
2022-03-31,EMP00327,3,10,False,41232.44
2022-06-30,EMP00327,2,10,False,0.0
2022-09-30,EMP00327,3,6,False,60536.63
2022-03-31,EMP00328,3,7,False,158321.87
2022-06-30,EMP00328,3,8,False,150815.0
2022-09-30,EMP00328,2,9,False,0.0
2022-12-31,EMP00328,2,9,False,0.0
2023-03-31,EMP00328,5,9,False,104881.27
2023-06-30,EMP00328,3,10,False,173199.27
2023-09-30,EMP00328,4,6,False,155505.83
2023-12-31,EMP00328,3,8,False,74109.14
2024-03-31,EMP00328,1,5,False,0.0
2024-06-30,EMP00328,4,8,False,171648.42
2024-09-30,EMP00328,3,12,False,38907.9
2024-12-31,EMP00328,5,6,False,175282.91
2023-09-30,EMP00329,3,9,False,56205.31
2023-12-31,EMP00329,5,11,False,30141.95
2022-03-31,EMP00330,3,12,False,144118.56
2022-06-30,EMP00330,3,7,False,89232.55
2022-09-30,EMP00330,4,3,False,27880.57
2022-12-31,EMP00330,4,3,False,63230.98
2023-03-31,EMP00330,3,3,False,145830.2
2023-06-30,EMP00330,3,10,False,62035.49
2023-09-30,EMP00330,3,12,False,109151.22
2023-12-31,EMP00330,5,7,False,54743.08
2024-03-31,EMP00330,2,5,False,0.0
2024-06-30,EMP00330,2,12,False,0.0
2024-09-30,EMP00330,3,12,False,94588.67
2024-12-31,EMP00330,3,8,False,34314.0
2022-03-31,EMP00331,5,3,False,20282.85
2022-06-30,EMP00331,5,9,False,10986.87
2022-09-30,EMP00331,5,7,False,10324.5
2022-12-31,EMP00331,3,6,False,21555.51
2023-03-31,EMP00331,3,7,False,39558.21
2023-06-30,EMP00331,3,3,False,17929.38
2022-03-31,EMP00332,3,6,False,14268.81
2022-06-30,EMP00332,3,8,False,24517.12
2022-09-30,EMP00332,4,9,False,30529.03
2022-12-31,EMP00332,2,12,False,0.0
2023-03-31,EMP00332,3,5,False,11263.04
2023-06-30,EMP00332,3,10,False,37789.99
2023-09-30,EMP00332,2,12,False,0.0
2023-12-31,EMP00332,3,12,False,32035.18
2024-03-31,EMP00332,3,11,False,25103.03
2024-06-30,EMP00332,4,5,False,35286.92
2024-09-30,EMP00332,3,5,False,22857.57
2024-12-31,EMP00332,5,9,True,23998.79
2022-06-30,EMP00333,4,7,False,49478.76
2022-09-30,EMP00333,3,9,False,74454.47
2022-12-31,EMP00333,3,10,False,78136.53
2023-03-31,EMP00333,5,11,False,65052.87
2023-06-30,EMP00333,2,12,False,0.0
2023-09-30,EMP00333,1,6,False,0.0
2023-12-31,EMP00333,4,5,False,73075.23
2024-03-31,EMP00333,3,9,False,20254.0
2024-06-30,EMP00333,4,4,False,65532.13
2024-09-30,EMP00333,3,4,False,82390.35
2024-12-31,EMP00333,2,12,False,0.0
2022-03-31,EMP00334,2,4,False,0.0
2022-06-30,EMP00334,3,6,False,46323.97
2022-09-30,EMP00334,1,3,False,0.0
2022-12-31,EMP00334,3,6,False,13306.94
2023-03-31,EMP00334,4,9,False,18892.51
2023-06-30,EMP00334,2,5,False,0.0
2023-09-30,EMP00334,3,7,False,43186.24
2023-12-31,EMP00334,1,6,False,0.0
2024-03-31,EMP00334,3,12,False,29416.11
2024-06-30,EMP00334,3,6,False,45489.55
2024-09-30,EMP00334,4,6,False,26201.37
2022-06-30,EMP00335,3,9,False,17165.28
2022-09-30,EMP00335,2,5,False,0.0
2022-12-31,EMP00335,3,12,False,20090.56
2023-03-31,EMP00335,3,5,False,22226.38
2023-06-30,EMP00335,3,10,False,44522.22
2023-09-30,EMP00335,3,10,False,20846.78
2023-12-31,EMP00335,3,11,False,34150.03
2024-03-31,EMP00335,3,7,False,16578.72
2024-06-30,EMP00335,3,3,False,58114.99
2024-09-30,EMP00335,4,11,True,22587.8
2024-12-31,EMP00335,3,10,False,20713.48
2022-03-31,EMP00336,2,6,False,0.0
2022-06-30,EMP00336,3,8,False,142998.63
2022-09-30,EMP00336,3,6,False,38482.95
2022-12-31,EMP00336,4,8,False,148474.62
2023-03-31,EMP00336,4,10,False,168109.65
2023-06-30,EMP00336,3,4,False,36503.66
2023-09-30,EMP00336,3,10,False,130340.67
2023-12-31,EMP00336,5,9,False,163661.64
2024-03-31,EMP00336,5,7,False,82223.61
2024-06-30,EMP00336,3,5,False,92891.86
2024-09-30,EMP00336,2,11,False,0.0
2024-12-31,EMP00336,2,10,False,0.0
2023-06-30,EMP00337,3,3,False,12774.09
2023-09-30,EMP00337,3,3,False,20513.79
2023-12-31,EMP00337,4,12,False,27761.34
2024-03-31,EMP00337,3,6,False,40013.8
2024-06-30,EMP00337,3,5,False,31196.81
2024-09-30,EMP00337,5,9,True,33783.15
2024-12-31,EMP00337,4,5,False,30198.25
2022-03-31,EMP00338,4,5,False,85452.26
2022-06-30,EMP00338,2,3,False,0.0
2022-09-30,EMP00338,5,7,False,113881.81
2022-12-31,EMP00338,3,7,False,55107.07
2023-03-31,EMP00338,3,10,False,50798.42
2023-06-30,EMP00338,5,9,False,47770.22
2023-09-30,EMP00338,4,12,False,69015.49
2023-12-31,EMP00338,3,10,False,111550.17
2024-03-31,EMP00338,2,11,False,0.0
2024-06-30,EMP00338,3,4,False,100904.97
2024-09-30,EMP00338,1,7,False,0.0
2024-12-31,EMP00338,3,5,False,62184.92
2022-03-31,EMP00339,1,7,False,0.0
2022-06-30,EMP00339,2,4,False,0.0
2022-09-30,EMP00339,2,8,False,0.0
2022-12-31,EMP00339,3,4,False,116970.23
2023-03-31,EMP00339,3,3,False,96240.57
2023-06-30,EMP00339,2,12,False,0.0
2023-09-30,EMP00339,4,10,True,167941.64
2023-12-31,EMP00339,4,5,False,93264.03
2024-03-31,EMP00339,2,11,False,0.0
2024-06-30,EMP00339,3,9,False,46857.16
2024-09-30,EMP00339,4,9,False,94035.18
2024-12-31,EMP00339,3,10,False,108145.76
2023-12-31,EMP00340,1,5,False,0.0
2024-03-31,EMP00340,3,10,False,45408.85
2024-06-30,EMP00340,2,11,False,0.0
2024-09-30,EMP00340,3,6,False,61299.08
2024-12-31,EMP00340,2,7,False,0.0
2022-03-31,EMP00341,3,12,False,14440.9
2022-06-30,EMP00341,2,9,False,0.0
2022-09-30,EMP00341,5,6,True,9985.87
2022-12-31,EMP00341,4,8,False,36472.81
2023-03-31,EMP00341,2,7,False,0.0
2023-06-30,EMP00341,1,12,False,0.0
2023-09-30,EMP00341,3,11,False,35144.19
2023-12-31,EMP00341,3,5,False,25546.06
2024-03-31,EMP00341,4,6,False,42039.29
2024-06-30,EMP00341,1,10,False,0.0
2024-09-30,EMP00341,1,7,False,0.0
2024-12-31,EMP00341,3,10,False,11314.09
2022-03-31,EMP00342,3,12,False,172167.6
2022-06-30,EMP00342,3,11,False,115809.43
2022-09-30,EMP00342,4,11,False,67508.45
2022-12-31,EMP00342,4,6,False,113155.15
2023-03-31,EMP00342,3,9,False,132079.61
2023-06-30,EMP00342,2,10,False,0.0
2023-09-30,EMP00342,5,7,False,44130.8
2023-12-31,EMP00342,5,9,False,34375.86
2024-03-31,EMP00342,4,10,False,55366.1
2024-06-30,EMP00342,3,11,False,92097.17
2024-09-30,EMP00342,3,8,False,102939.69
2024-12-31,EMP00342,3,6,False,101445.39
2022-03-31,EMP00343,3,12,False,57264.47
2022-06-30,EMP00343,3,7,False,50378.21
2022-09-30,EMP00343,3,10,False,47546.62
2022-12-31,EMP00343,3,10,False,28401.41
2023-03-31,EMP00343,3,4,False,48637.22
2023-06-30,EMP00343,3,10,False,84530.09
2023-09-30,EMP00343,3,12,False,47456.32
2023-12-31,EMP00343,3,11,False,67104.58
2024-03-31,EMP00343,4,5,False,53538.12
2024-06-30,EMP00343,3,3,False,67213.65
2024-09-30,EMP00343,3,12,False,31652.86
2024-12-31,EMP00343,3,8,False,51941.71
2022-09-30,EMP00344,4,4,False,69639.11
2022-12-31,EMP00344,3,9,False,78119.58
2023-03-31,EMP00344,2,7,False,0.0
2023-06-30,EMP00344,3,9,False,60501.06
2023-09-30,EMP00344,3,4,False,59839.76
2023-12-31,EMP00344,3,3,False,42081.24
2024-03-31,EMP00344,4,7,False,71106.31
2024-06-30,EMP00344,3,4,False,59183.11
2024-09-30,EMP00344,3,9,False,54225.97
2024-12-31,EMP00344,4,8,False,26526.74
2022-03-31,EMP00345,1,10,False,0.0
2022-06-30,EMP00345,5,9,False,45740.15
2022-09-30,EMP00345,4,9,False,39157.18
2022-12-31,EMP00345,5,3,False,34208.16
2023-03-31,EMP00345,2,3,False,0.0
2023-06-30,EMP00345,5,3,False,32702.75
2023-09-30,EMP00345,3,6,False,8489.1
2023-12-31,EMP00345,2,11,False,0.0
2024-03-31,EMP00345,3,6,False,30546.43
2024-06-30,EMP00345,4,3,False,31387.93
2024-09-30,EMP00345,2,8,False,0.0
2024-12-31,EMP00345,3,10,False,13236.36
2022-03-31,EMP00346,3,12,False,34634.01
2022-06-30,EMP00346,5,8,False,51422.62
2022-09-30,EMP00346,3,6,False,109538.57
2022-12-31,EMP00346,4,10,False,61461.36
2023-03-31,EMP00346,1,6,False,0.0
2023-06-30,EMP00346,3,3,False,104258.09
2023-09-30,EMP00346,3,6,False,41998.23
2023-12-31,EMP00346,2,3,False,0.0
2024-03-31,EMP00346,4,8,False,62127.14
2024-06-30,EMP00346,2,6,False,0.0
2024-09-30,EMP00346,3,8,False,82879.81
2024-12-31,EMP00346,3,6,False,36387.72
2022-03-31,EMP00347,4,12,False,49931.95
2022-06-30,EMP00347,1,3,False,0.0
2022-09-30,EMP00347,3,5,False,15023.11
2022-12-31,EMP00347,3,9,False,19938.91
2023-03-31,EMP00347,3,10,False,66282.88
2023-06-30,EMP00347,4,3,False,47390.23
2023-09-30,EMP00347,3,11,False,34032.38
2023-12-31,EMP00347,3,12,False,63428.25
2024-03-31,EMP00347,4,12,False,20125.55
2024-06-30,EMP00347,3,8,False,36717.77
2024-09-30,EMP00347,3,3,False,65368.34
2024-12-31,EMP00347,3,12,False,56462.65
2022-03-31,EMP00348,3,5,False,64059.22
2022-06-30,EMP00348,3,4,False,59016.67
2022-09-30,EMP00348,3,5,False,27019.88
2022-12-31,EMP00348,3,11,False,36054.34
2023-03-31,EMP00348,5,6,False,54417.94
2023-06-30,EMP00348,5,12,False,33359.8
2023-09-30,EMP00348,3,8,False,59695.18
2023-12-31,EMP00348,3,5,False,35598.39
2024-03-31,EMP00348,2,7,False,0.0
2024-06-30,EMP00348,3,4,False,31162.76
2024-09-30,EMP00348,5,5,False,62156.42
2024-12-31,EMP00348,3,12,False,30902.03
2022-03-31,EMP00349,3,4,False,32258.37
2022-06-30,EMP00349,4,10,False,45691.83
2022-09-30,EMP00349,3,4,False,24553.6
2022-12-31,EMP00349,3,4,False,12383.88
2023-03-31,EMP00349,3,4,False,27878.25
2023-06-30,EMP00349,4,8,False,33635.95
2023-09-30,EMP00349,3,4,False,63217.35
2023-12-31,EMP00349,1,4,False,0.0
2024-03-31,EMP00349,3,9,False,45535.74
2024-06-30,EMP00349,3,8,False,49916.84
2024-09-30,EMP00349,4,10,False,55731.21
2024-12-31,EMP00349,4,6,False,59898.01
2022-03-31,EMP00350,2,3,False,0.0
2022-06-30,EMP00350,5,10,False,27123.56
2022-09-30,EMP00350,3,6,False,45674.49
2022-12-31,EMP00350,4,4,False,23888.67
2023-03-31,EMP00350,4,6,False,20710.18
2023-06-30,EMP00350,3,11,False,53657.03
2023-09-30,EMP00350,4,11,False,25912.96
2023-12-31,EMP00350,3,8,False,13217.5
2024-03-31,EMP00350,4,8,False,54223.25
2024-06-30,EMP00350,3,10,False,63637.61
2024-09-30,EMP00350,2,5,False,0.0
2024-12-31,EMP00350,3,6,False,47924.61
2022-03-31,EMP00351,1,4,False,0.0
2022-06-30,EMP00351,5,8,False,30738.66
2022-09-30,EMP00351,4,3,True,38780.31
2022-12-31,EMP00351,3,3,False,36865.64
2023-03-31,EMP00351,3,3,False,18444.87
2023-06-30,EMP00351,3,3,False,59538.64
2023-09-30,EMP00351,4,5,False,41341.84
2023-12-31,EMP00351,3,11,False,28718.94
2024-03-31,EMP00351,5,6,False,18625.02
2024-06-30,EMP00351,3,9,False,29206.19
2024-09-30,EMP00351,4,10,False,45664.09
2024-12-31,EMP00351,3,9,False,35897.04
2022-03-31,EMP00352,3,9,False,43071.54
2022-06-30,EMP00352,3,12,False,80103.58
2022-09-30,EMP00352,2,3,False,0.0
2022-12-31,EMP00352,4,10,False,100059.41
2023-03-31,EMP00352,4,10,False,29530.32
2023-06-30,EMP00352,2,9,False,0.0
2023-09-30,EMP00352,3,8,False,113154.21
2023-12-31,EMP00352,2,11,False,0.0
2024-03-31,EMP00352,3,10,False,52937.87
2024-06-30,EMP00352,3,11,False,51498.55
2024-09-30,EMP00352,4,8,False,56750.71
2024-12-31,EMP00352,3,12,False,115922.37
2022-03-31,EMP00353,2,4,False,0.0
2022-06-30,EMP00353,2,11,False,0.0
2022-09-30,EMP00353,3,11,False,48218.69
2022-12-31,EMP00353,4,3,False,111792.47
2022-03-31,EMP00354,3,11,False,138361.57
2022-06-30,EMP00354,4,9,False,65028.28
2022-09-30,EMP00354,3,5,False,83775.31
2022-12-31,EMP00354,3,4,False,90942.9
2023-03-31,EMP00354,3,7,False,46242.3
2023-06-30,EMP00354,4,8,False,129492.04
2023-09-30,EMP00354,4,9,False,81207.05
2023-12-31,EMP00354,5,12,False,120590.62
2024-03-31,EMP00354,5,9,False,97951.64
2024-06-30,EMP00354,2,11,False,0.0
2024-09-30,EMP00354,2,3,False,0.0
2024-12-31,EMP00354,2,10,False,0.0
2023-03-31,EMP00355,5,4,False,42739.98
2023-06-30,EMP00355,3,4,False,162257.52
2023-09-30,EMP00355,3,6,False,113933.08
2023-12-31,EMP00355,3,12,False,43625.07
2024-03-31,EMP00355,4,3,False,90436.53
2022-03-31,EMP00356,3,8,False,73593.47
2022-06-30,EMP00356,4,10,False,148324.91
2022-09-30,EMP00356,3,4,False,56290.23
2022-12-31,EMP00356,3,4,False,153605.91
2023-03-31,EMP00356,4,3,False,116626.0
2023-06-30,EMP00356,4,8,False,114534.44
2023-09-30,EMP00356,5,5,False,88041.54
2023-12-31,EMP00356,5,6,False,82685.65
2024-03-31,EMP00356,2,12,False,0.0
2024-06-30,EMP00356,3,5,False,72525.52
2024-09-30,EMP00356,3,6,False,130698.22
2024-12-31,EMP00356,5,10,False,142260.05
2022-03-31,EMP00357,5,11,False,46178.07
2022-06-30,EMP00357,1,7,False,0.0
2022-09-30,EMP00357,5,3,False,24737.08
2022-12-31,EMP00357,1,9,False,0.0
2023-03-31,EMP00357,2,6,False,0.0
2023-06-30,EMP00357,3,12,False,100500.07
2023-09-30,EMP00357,5,7,True,94928.43
2023-12-31,EMP00357,2,5,False,0.0
2024-03-31,EMP00357,3,9,False,65200.75
2024-06-30,EMP00357,2,10,False,0.0
2024-09-30,EMP00357,4,12,False,35657.12
2024-12-31,EMP00357,5,9,False,115229.88
2022-03-31,EMP00358,3,10,False,66548.66
2022-06-30,EMP00358,3,7,False,42848.06
2022-09-30,EMP00358,3,11,False,55892.76
2022-12-31,EMP00358,3,8,False,37422.37
2023-03-31,EMP00358,3,6,False,48994.91
2023-06-30,EMP00358,3,7,False,39012.1
2023-09-30,EMP00358,2,7,False,0.0
2023-12-31,EMP00358,2,4,False,0.0
2024-03-31,EMP00358,1,6,False,0.0
2024-06-30,EMP00358,3,7,False,60226.57
2024-09-30,EMP00358,1,5,False,0.0
2024-12-31,EMP00358,3,11,False,20954.98
2023-03-31,EMP00359,4,3,False,33322.15
2023-06-30,EMP00359,3,8,False,32751.42
2023-09-30,EMP00359,3,5,False,35941.73
2023-12-31,EMP00359,4,9,False,34898.07
2024-03-31,EMP00359,3,12,False,26769.8
2024-06-30,EMP00359,3,5,False,39699.29
2024-09-30,EMP00359,4,5,False,44900.57
2024-12-31,EMP00359,5,4,False,26104.33
2022-06-30,EMP00360,3,3,False,16943.04
2022-09-30,EMP00360,3,3,False,32417.63
2022-12-31,EMP00360,2,8,False,0.0
2023-03-31,EMP00360,3,7,False,18254.73
2023-06-30,EMP00360,1,7,False,0.0
2023-09-30,EMP00360,3,12,False,8223.16
2023-12-31,EMP00360,3,8,False,15802.07
2024-03-31,EMP00360,4,6,False,14263.47
2024-06-30,EMP00360,4,5,False,26711.65
2024-09-30,EMP00360,4,11,False,18534.05
2024-12-31,EMP00360,4,4,False,29632.44
2022-03-31,EMP00361,4,7,False,67035.85
2022-06-30,EMP00361,3,11,False,27681.44
2022-09-30,EMP00361,3,12,False,49120.0
2022-12-31,EMP00361,3,12,False,30060.5
2023-03-31,EMP00361,2,12,False,0.0
2024-09-30,EMP00362,4,10,True,22914.89
2024-12-31,EMP00362,3,4,False,17134.84
2022-03-31,EMP00363,5,7,False,10879.71
2022-06-30,EMP00363,3,5,False,40040.57
2022-09-30,EMP00363,4,7,False,15691.28
2022-12-31,EMP00363,3,11,False,22674.79
2023-03-31,EMP00363,3,10,False,25227.58
2023-06-30,EMP00363,4,3,True,19145.22
2023-09-30,EMP00363,2,7,False,0.0
2023-12-31,EMP00363,2,8,False,0.0
2024-03-31,EMP00363,5,4,False,47000.44
2024-06-30,EMP00363,3,11,False,52002.63
2024-09-30,EMP00363,4,10,False,21210.26
2024-12-31,EMP00363,2,5,False,0.0
2024-09-30,EMP00364,5,10,False,80601.56
2024-12-31,EMP00364,4,7,False,39154.61
2022-03-31,EMP00365,3,9,False,111854.84
2022-06-30,EMP00365,3,6,False,57113.78
2022-09-30,EMP00365,3,6,False,117686.52
2022-12-31,EMP00365,2,3,False,0.0
2023-03-31,EMP00365,2,11,False,0.0
2023-06-30,EMP00365,2,10,False,0.0
2023-09-30,EMP00365,2,11,False,0.0
2023-12-31,EMP00365,3,6,False,51360.61
2024-03-31,EMP00365,3,10,False,47182.08
2024-06-30,EMP00365,2,10,False,0.0
2024-09-30,EMP00365,2,9,False,0.0
2024-12-31,EMP00365,3,12,False,39857.51
2022-03-31,EMP00366,4,11,False,22737.87
2022-06-30,EMP00366,2,8,False,0.0
2022-09-30,EMP00366,5,5,False,39789.23
2022-12-31,EMP00366,4,12,False,10898.48
2023-03-31,EMP00366,2,6,False,0.0
2023-06-30,EMP00366,4,12,False,12406.48
2023-09-30,EMP00366,3,12,False,15296.74
2023-12-31,EMP00366,3,11,False,21676.5
2024-03-31,EMP00366,3,3,False,41459.97
2024-06-30,EMP00366,3,3,False,37814.51
2024-09-30,EMP00366,3,8,False,13808.6
2024-12-31,EMP00366,5,7,False,35571.0
2022-03-31,EMP00367,5,9,False,149847.47
2022-06-30,EMP00367,3,6,False,65551.7
2022-09-30,EMP00367,3,8,False,47208.15
2022-12-31,EMP00367,2,9,False,0.0
2023-03-31,EMP00367,4,4,True,107053.19
2023-06-30,EMP00367,5,4,False,92515.49
2023-09-30,EMP00367,3,6,False,85320.74
2023-12-31,EMP00367,3,10,False,120680.9
2024-03-31,EMP00367,2,5,False,0.0
2024-06-30,EMP00367,4,12,False,117391.14
2024-09-30,EMP00367,2,12,False,0.0
2024-12-31,EMP00367,4,8,False,139790.0
2022-06-30,EMP00368,3,5,False,31957.31
2022-09-30,EMP00368,3,6,False,91679.83
2022-12-31,EMP00368,4,9,False,114183.24
2023-03-31,EMP00368,4,12,False,115049.08
2023-06-30,EMP00368,4,11,False,55139.09
2023-09-30,EMP00368,2,4,False,0.0
2023-12-31,EMP00368,3,10,False,105270.33
2024-03-31,EMP00368,3,4,False,33944.55
2024-06-30,EMP00368,3,3,False,88103.03
2024-09-30,EMP00368,3,6,False,37152.63
2024-12-31,EMP00368,3,4,False,51331.94
2022-03-31,EMP00369,4,9,False,71238.42
2022-06-30,EMP00369,3,11,False,60861.19
2022-09-30,EMP00369,3,8,False,75367.04
2022-12-31,EMP00369,4,8,False,77935.27
2023-03-31,EMP00369,3,7,False,74958.46
2023-06-30,EMP00369,3,5,False,26224.62
2023-09-30,EMP00369,3,10,False,42481.23
2023-12-31,EMP00369,3,6,False,62929.0
2024-03-31,EMP00369,3,4,False,39309.52
2024-06-30,EMP00369,3,11,False,51027.82
2024-09-30,EMP00369,4,10,True,55692.03
2024-12-31,EMP00369,5,5,True,77425.14
2022-03-31,EMP00370,5,6,False,60476.35
2022-06-30,EMP00370,4,9,False,48099.86
2022-09-30,EMP00370,4,6,False,26064.91
2022-12-31,EMP00370,4,10,False,38751.23
2023-03-31,EMP00370,1,7,False,0.0
2023-06-30,EMP00370,2,7,False,0.0
2023-09-30,EMP00370,3,3,False,55510.65
2023-12-31,EMP00370,4,7,False,14045.41
2024-03-31,EMP00370,5,9,False,57563.59
2024-06-30,EMP00370,3,4,False,53705.17
2024-09-30,EMP00370,1,11,False,0.0
2024-12-31,EMP00370,5,4,True,69291.13
2022-03-31,EMP00371,3,9,False,135596.58
2022-06-30,EMP00371,4,3,False,151362.24
2022-09-30,EMP00371,5,12,False,187329.76
2022-12-31,EMP00371,5,8,False,140686.08
2023-03-31,EMP00371,3,11,False,69479.91
2023-06-30,EMP00371,2,3,False,0.0
2023-09-30,EMP00371,4,3,False,127083.19
2023-12-31,EMP00371,2,7,False,0.0
2024-03-31,EMP00371,3,8,False,170728.46
2024-06-30,EMP00371,4,3,False,136347.71
2024-09-30,EMP00371,3,11,False,189370.04
2024-12-31,EMP00371,4,10,False,159994.85
2022-03-31,EMP00372,3,5,False,146851.15
2022-06-30,EMP00372,3,7,False,105501.43
2022-09-30,EMP00372,4,4,False,101253.89
2022-12-31,EMP00372,3,6,False,172224.61
2023-03-31,EMP00372,2,11,False,0.0
2023-06-30,EMP00372,4,6,False,136418.16
2023-09-30,EMP00372,4,10,False,170732.92
2023-12-31,EMP00372,3,11,False,55102.93
2024-03-31,EMP00372,3,11,False,112706.66
2024-06-30,EMP00372,3,9,False,99574.73
2024-09-30,EMP00372,4,8,True,67699.07
2024-12-31,EMP00372,4,3,False,81661.01
2022-03-31,EMP00373,3,9,False,35862.4
2022-06-30,EMP00373,5,6,False,26015.24
2022-09-30,EMP00373,2,11,False,0.0
2022-03-31,EMP00374,3,11,False,145165.55
2022-06-30,EMP00374,3,11,False,102023.84
2022-09-30,EMP00374,5,6,False,35453.61
2022-12-31,EMP00374,3,12,False,141199.61
2023-03-31,EMP00374,1,5,False,0.0
2023-06-30,EMP00374,3,9,False,103541.87
2023-09-30,EMP00374,4,10,False,123129.04
2023-12-31,EMP00374,3,6,False,41854.14
2024-03-31,EMP00374,4,8,False,54976.58
2024-06-30,EMP00374,3,8,False,45430.82
2024-09-30,EMP00374,4,9,False,130575.32
2024-12-31,EMP00374,3,3,False,137552.92
2022-03-31,EMP00375,3,4,False,48036.77
2022-06-30,EMP00375,3,12,False,161885.22
2022-09-30,EMP00375,3,12,False,44912.23
2022-12-31,EMP00375,5,10,False,70566.37
2023-03-31,EMP00375,3,4,False,179212.32
2023-06-30,EMP00375,5,12,False,85142.51
2023-09-30,EMP00375,4,12,False,120371.73
2023-12-31,EMP00375,3,6,False,163836.9
2024-03-31,EMP00375,1,9,False,0.0
2024-06-30,EMP00375,5,12,False,165290.38
2024-09-30,EMP00375,4,11,True,69465.64
2024-12-31,EMP00375,5,6,False,87475.67
2022-03-31,EMP00376,3,11,False,233141.41
2022-06-30,EMP00376,2,8,False,0.0
2022-09-30,EMP00376,5,10,True,53486.58
2022-12-31,EMP00376,2,12,False,0.0
2023-03-31,EMP00376,3,9,False,93497.35
2023-06-30,EMP00376,4,6,False,218169.5
2023-09-30,EMP00376,5,4,False,203269.77
2023-12-31,EMP00376,3,4,False,109507.47
2024-03-31,EMP00376,3,10,False,89189.92
2024-06-30,EMP00376,2,3,False,0.0
2024-09-30,EMP00376,3,8,False,126051.35
2024-12-31,EMP00376,3,8,False,99400.56
2022-03-31,EMP00377,3,10,False,60932.14
2022-06-30,EMP00377,5,11,False,157960.66
2022-09-30,EMP00377,3,7,False,89317.68
2022-12-31,EMP00377,4,7,False,87952.68
2023-03-31,EMP00377,3,11,False,159982.97
2023-06-30,EMP00377,3,12,False,99644.48
2023-09-30,EMP00377,4,4,False,158669.4
2023-12-31,EMP00377,3,3,False,43056.35
2024-03-31,EMP00377,3,10,False,157077.44
2024-06-30,EMP00377,4,6,False,159085.44
2024-09-30,EMP00377,5,7,False,119869.18
2024-12-31,EMP00377,1,7,False,0.0
2022-03-31,EMP00378,4,7,True,79452.97
2022-06-30,EMP00378,4,8,False,88242.48
2022-09-30,EMP00378,3,4,False,54366.62
2022-12-31,EMP00378,4,12,False,79348.85
2023-03-31,EMP00378,4,5,False,97510.45
2023-06-30,EMP00378,3,9,False,94572.07
2023-09-30,EMP00378,4,12,True,38468.41
2023-12-31,EMP00378,3,3,False,87152.56
2024-03-31,EMP00378,3,12,False,85490.94
2024-06-30,EMP00378,4,3,False,106617.57
2024-09-30,EMP00378,3,4,False,24547.03
2024-12-31,EMP00378,2,10,False,0.0
2024-06-30,EMP00379,3,3,False,42228.64
2024-09-30,EMP00379,3,3,False,31737.94
2024-12-31,EMP00379,3,11,False,28802.86
2022-03-31,EMP00380,2,9,False,0.0
2022-06-30,EMP00380,4,3,False,195904.36
2022-09-30,EMP00380,2,10,False,0.0
2022-12-31,EMP00380,3,8,False,173931.54
2023-03-31,EMP00380,3,3,False,59671.59
2023-06-30,EMP00380,4,6,False,180834.58
2023-09-30,EMP00380,2,7,False,0.0
2023-12-31,EMP00380,4,8,False,189361.75
2024-03-31,EMP00380,5,12,False,99848.69
2024-06-30,EMP00380,4,9,False,94546.76
2024-09-30,EMP00380,4,6,False,95274.73
2024-12-31,EMP00380,3,4,False,35374.49
2024-03-31,EMP00381,3,5,False,72408.2
